name,description,url,last_month_installs,this_month_installs,installs_m_m_growth,last_month_multiple
Python Colorful Print,Python print colorful out log messages,https://marketplace.visualstudio.com/items?itemName=AliYaman.python-colorful-print,11468,17107,5639,1.5
CfxLua (FiveM/RedM) IntelliSense,Natives and IntelliSense support for the Lua Script runtime used by FiveM and RedM.,https://marketplace.visualstudio.com/items?itemName=overextended.cfxlua-vscode,16042,24705,8663,1.5
Laravel Pint,Integrates Laravel Pint into your VSCode projects for automatic code formatting,https://marketplace.visualstudio.com/items?itemName=open-southeners.laravel-pint,27938,40649,12711,1.5
quick-lint-js,Find JavaScript bugs with quick-lint-js,https://marketplace.visualstudio.com/items?itemName=quick-lint.quick-lint-js,15040,22919,7879,1.5
Betterplace Vitest Runner,Vitest case runner for betterplace projects. Forked from vscode-vitest-runner by kingwl.,https://marketplace.visualstudio.com/items?itemName=betterplace.betterplace-vscode-vitest-runner,537,827,290,1.5
CodeSee Function Maps,CodeSee Function Maps extension for vscode,https://marketplace.visualstudio.com/items?itemName=codesee.codesee-symbol-maps,1702,2596,894,1.5
Gefyra,"Blazingly-fast, rock-solid, local application development with Kubernetes",https://marketplace.visualstudio.com/items?itemName=Blueshoe.gefyra,543,818,275,1.5
Formatter Blade AuRS Laravel,Simple format magic (AuRS) for Laravel Blade - Aryand,https://marketplace.visualstudio.com/items?itemName=formatmagic.formatmagic01,3003,4611,1608,1.5
Temporal.io,Debug workflows by their ID or history file. Set breakpoints in code or on history events.,https://marketplace.visualstudio.com/items?itemName=temporal-technologies.temporalio,1417,2152,735,1.5
Pika – Code screenshots,Create code screenshots from VSCode editor using Pika.style,https://marketplace.visualstudio.com/items?itemName=RishiMohan.pika-vscode,1354,1995,641,1.5
Bevy Diagnostics Explorer,Diagnostics Explorer for Bevy Engine,https://marketplace.visualstudio.com/items?itemName=xyzw-io.bevy-diagnostic-explorer,383,575,192,1.5
API Testing,YAML based API Testing,https://marketplace.visualstudio.com/items?itemName=linuxsuren.api-testing,384,563,179,1.5
png-image-diff,Quickly view differences in images when diffing,https://marketplace.visualstudio.com/items?itemName=RayWiis.png-image-diff,1036,1560,524,1.5
Concordium Smart Contracts,Develop and build smart contracts on Concordium,https://marketplace.visualstudio.com/items?itemName=Concordium.concordium-smart-contracts,277,421,144,1.5
CodeScene,Integrates CodeScene analysis into VS Code. Keeps your code clean and maintainable.,https://marketplace.visualstudio.com/items?itemName=CodeScene.codescene-vscode,8187,12147,3960,1.5
Soliditai,Generate tests for your Solidity contracts,https://marketplace.visualstudio.com/items?itemName=Soliditaicom.soliditai,216,328,112,1.5
OpenDataDSL,The development environment for OpenDataDSL,https://marketplace.visualstudio.com/items?itemName=Walkfares.opendatadsl,4570,6897,2327,1.5
Drupal,A Drupal extension for VS Code,https://marketplace.visualstudio.com/items?itemName=Stanislav.vscode-drupal,6966,10259,3293,1.5
# Quality With Millan (qwm),"VS code extension, with short commands that take you to QualityWithMillan website, where you can read high quality articles on software testing, quality engineering,  development and coding.",https://marketplace.visualstudio.com/items?itemName=quality-with-millan.quality-with-millan,154,226,72,1.5
pip installer,Extension gets all missing imports in python file and installs them using pip,https://marketplace.visualstudio.com/items?itemName=PeterSteiner.pip-installer,151409,221249,69840,1.5
MacOS Default Key Bindings,Provide MacOS default keybindings on any platform.,https://marketplace.visualstudio.com/items?itemName=MikeCunneen.default-keys-macos,527,797,270,1.5
Tests Helper,Quick way to run the tests of the current file you are in,https://marketplace.visualstudio.com/items?itemName=zuri.vscode-tests-helper,101,153,52,1.5
ProBro,VS Code extension for browsing Progress OpenEdge DataBases,https://marketplace.visualstudio.com/items?itemName=BalticAmadeus.pro-bro,511,754,243,1.5
Select and Run Without Debug,Select and Run Without Debug from command palette.,https://marketplace.visualstudio.com/items?itemName=quatters.select-and-run-without-debug,419,626,207,1.5
Nano Snippets,"Snippets for various technologies and languages, taking into account all modern trends and rules.",https://marketplace.visualstudio.com/items?itemName=kah3vich.nanosnippets,2719,3996,1277,1.5
Nano Refactor (Beta),An extension that lets you tell you where to refactor your code.,https://marketplace.visualstudio.com/items?itemName=kah3vich.nano-refactor,2710,3985,1275,1.5
Holdesher (Theme),Theme with bright colors for VS Code editor and terminal applications.,https://marketplace.visualstudio.com/items?itemName=kah3vich.holdesher,2705,3980,1275,1.5
Minecraft options.txt,An extension which provides data concerning Minecraft's options.txt file.,https://marketplace.visualstudio.com/items?itemName=AdamRaichu.mc-options-txt,453,682,229,1.5
Minecraft Project Manager,Project Manager For Minecraft Datapacks,https://marketplace.visualstudio.com/items?itemName=efekos.minecraft-project-manager,460,676,216,1.5
Laravel & PHP Essentials,The 2023 Collection of extensions for the modern developer using Laravel on VS Code,https://marketplace.visualstudio.com/items?itemName=TechieCouch.laravel-php-essentials,2581,3901,1320,1.5
HTML & Markdown Shortcuts, Save time while writing HTML and Markdown with useful shortcuts.,https://marketplace.visualstudio.com/items?itemName=SherpadNdabambi.html-markdown-shortcuts,252,390,138,1.5
Jellyfish,A truly zen theme. Without boring rulers or indent lines.,https://marketplace.visualstudio.com/items?itemName=nerudevs.jellyfish-dark,20218,29981,9763,1.5
GitHub Copilot Voice,A voice assistant for VS Code,https://marketplace.visualstudio.com/items?itemName=GitHub.heygithub,110810,161055,50245,1.5
Amongus in Your Face,based on virejdasani,https://marketplace.visualstudio.com/items?itemName=savrakadabra.amongus-in-your-face,359,542,183,1.5
Typora Shortcut Key,Import Typora's useful Shortcut Key,https://marketplace.visualstudio.com/items?itemName=LongYinStudio.typora-shortcut-key,105,155,50,1.5
SharePoint Framework Toolkit,"SharePoint Framework Toolkit aims to boost your productivity in developing and managing SharePoint Framework solutions helping at every stage of your development flow, from setting up your development workspace to deploying a solution straight to your tenant without the need to leave VS Code and now",https://marketplace.visualstudio.com/items?itemName=m365pnp.viva-connections-toolkit,1893,2887,994,1.5
NPM Audit Report,Generate Visual NPM Package Audit Report.,https://marketplace.visualstudio.com/items?itemName=skumarmca2010.npm-audit-ui-geeks,288,420,132,1.5
JAR Viewer,Lists classes and files inside JAR archives.,https://marketplace.visualstudio.com/items?itemName=wmanth.jar-viewer,85164,131557,46393,1.5
IDL for VSCode,"IDL syntax highlighting, code snippets, running IDL programs, notebooks, and much more!",https://marketplace.visualstudio.com/items?itemName=IDL.idl-for-vscode,1723,2640,917,1.5
NPM Dependency Report,Generate Visual NPM Package Dependency Report.,https://marketplace.visualstudio.com/items?itemName=skumarmca2010.npm-dependencies-ui-geeks,219,325,106,1.5
Dhivehi Keyboard,Add Windows-style Dhivehi keyboard layout to VSCode,https://marketplace.visualstudio.com/items?itemName=remls.dv-keyboard,72,108,36,1.5
Layer solidity,Extension to interact with smart contracts written in Solidity.,https://marketplace.visualstudio.com/items?itemName=Chaintown.layer,1524,2222,698,1.5
uni-cloud-snippets,uni-cloud 基本能力代码片段,https://marketplace.visualstudio.com/items?itemName=uni-helper.uni-cloud-snippets-vscode,36083,52469,16386,1.5
Rush Stack monorepo tools,Enhanced experience for monorepos that use the Rush Stack toolchain,https://marketplace.visualstudio.com/items?itemName=RushStack.rushstack,128,191,63,1.5
Nest Essentials,Essential extensions for node development and collaboration.,https://marketplace.visualstudio.com/items?itemName=EstevamSouza.nest-essentials,1443,2130,687,1.5
µfmt,"Safe, atomic formatting with black and µsort",https://marketplace.visualstudio.com/items?itemName=omnilib.ufmt,4311,6324,2013,1.5
Circular Dependency,The VSCode's extendsion to detect circular dependency,https://marketplace.visualstudio.com/items?itemName=he110te4m.vscode-circular-dependency,908,1405,497,1.5
Flate,Dark Colored Theme for VS Code.,https://marketplace.visualstudio.com/items?itemName=hiukky.flate,12455,19299,6844,1.5
Dev Pack ccarb,Extensions dependencies for basic development,https://marketplace.visualstudio.com/items?itemName=ccarb.ccarb-dev-pack,1137,1684,547,1.5
Build Output Colorizer,Colorizes output log for VSCode hosted builds,https://marketplace.visualstudio.com/items?itemName=SteveBushResearch.BuildOutputColorizer,3307,4841,1534,1.5
Bebop Schema,Language support for the Bebop schema language.,https://marketplace.visualstudio.com/items?itemName=betwixt.bebop-lang,696,1025,329,1.5
syntax-mcfunction,Syntax highlighting for mcfunction files (Last Updated: 1.20.2),https://marketplace.visualstudio.com/items?itemName=MinecraftCommands.syntax-mcfunction,53394,78128,24734,1.5
Ionide + Solution Explorer,Replace the default ionide explorer with vscode-solution explorer,https://marketplace.visualstudio.com/items?itemName=spencer-farley.ionide-and-vscode-solution-explorer,994,1507,513,1.5
GDScript Formatter & Linter,Godot Formatter and Linter,https://marketplace.visualstudio.com/items?itemName=EddieDover.gdscript-formatter-linter,2990,4457,1467,1.5
Next JS/TS Snippets,A collection of Javascript and Typescript snippets for a awesome React framework called NEXT,https://marketplace.visualstudio.com/items?itemName=loczek.next-js-ts-snippets,22302,34499,12197,1.5
BedWars Scripting Toolkit,"The BedWars Scripting Toolkit extension provides full language support for BWLua, project generation, and automatic code sync to the Roblox script editor.",https://marketplace.visualstudio.com/items?itemName=easy-games.bedwars-scripting-toolkit,1015,1475,460,1.5
ESX VSCode,"Support for the ESX Framework, popular addons and libraries",https://marketplace.visualstudio.com/items?itemName=Knoblauchbrot.esx-vscode,1102,1674,572,1.5
Protocol Buffers,A VSCode Extension for Protocol Buffers,https://marketplace.visualstudio.com/items?itemName=jeongukjae.vscode-protobuf,1073,1663,590,1.5
DCM,DCM statically analyzes your Dart code to quickly find quality and consistency problems.,https://marketplace.visualstudio.com/items?itemName=dcmdev.dcm-vscode-extension,1031,1556,525,1.5
Terramate,VSCode Terramate Extension,https://marketplace.visualstudio.com/items?itemName=Mineiros.terramate,981,1511,530,1.5
Line Length Checker,Highlights a line when it exceeds a certain length,https://marketplace.visualstudio.com/items?itemName=SUPERTSY5.line-length-checker-vscode,1006,1495,489,1.5
Coq LSP,Coq LSP provides native vsCode support for checking Coq proof documents,https://marketplace.visualstudio.com/items?itemName=ejgallego.coq-lsp,957,1435,478,1.5
LogItNow,Log the line number in your code,https://marketplace.visualstudio.com/items?itemName=medmsd.log-line-number,368,560,192,1.5
Goto definition alias,Go to definition following alias redirections,https://marketplace.visualstudio.com/items?itemName=antfu.goto-alias,40574,59687,19113,1.5
Layer,Manager extension to activate the Layer packages.,https://marketplace.visualstudio.com/items?itemName=Chaintown.layer-manager,304,443,139,1.5
Too Long - line limit,Create clean and readable code in Visual Studio Code.,https://marketplace.visualstudio.com/items?itemName=MASSHUU12.too-long-line-limit,594,893,299,1.5
MIDL 3.0 language support,Language server for MIDL 3.0,https://marketplace.visualstudio.com/items?itemName=AlexanderSklarMSFT.midl3-language-server,30865,47256,16391,1.5
Just Print It,"Print a sentence easily in your Python, Java, C, C++, PHP, C#, JavaScript, JavaScript JSX, TypeScript, TypeScript JSX, R, Go, Rust, Swift, Ruby, Objective-C, Objective-C++, Lua, Julia, Dart, Groovy, Visual Basic, CoffeeScript, VBScript, F#, Batch, Powershell, Perl, Perl 6, ShellScript or Clojure fil",https://marketplace.visualstudio.com/items?itemName=XuangeAha.just-print-it,54375,75705,21330,1.4
Azure Automation,An Azure Automation extension for Visual Studio Code,https://marketplace.visualstudio.com/items?itemName=azure-automation.vscode-azureautomation,25468,36196,10728,1.4
SCOPE Studio for VS Code,"Author, monitor and run your Cosmos jobs both locally and on cluster",https://marketplace.visualstudio.com/items?itemName=ms-ssdevteam.scope-vscode-ext,13560,18887,5327,1.4
Chart.js,Simple and flexible JavaScript charting library for the modern web. Add Chart.js graph code to your html files easily with one click.,https://marketplace.visualstudio.com/items?itemName=XuangeAha.chartjs,9705,14044,4339,1.4
Just Enough Git,"Popular extensions for Git users that will ease and improve your git flow and experience. It provides the functions of viewing git history, git log, git graph, file histories and so on.",https://marketplace.visualstudio.com/items?itemName=XuangeAha.just-enough-git,9810,13461,3651,1.4
Developer Tools for Azure Kubernetes Service (AKS),Create deployment files and configure GitHub Actions workflows to deploy applications to Azure Kubernetes Service (AKS).,https://marketplace.visualstudio.com/items?itemName=ms-kubernetes-tools.aks-devx-tools,8741,12205,3464,1.4
Azure Machine Learning - Remote (Web),This extension enables remote connection to Azure Machine Learning compute instances in vscode.dev,https://marketplace.visualstudio.com/items?itemName=ms-toolsai.vscode-ai-remote-web,4596,6214,1618,1.4
Terraform Live Graph,"The Terraform Live Graph Extension for Visual Studio Code is a plugin that allows you to generate a live Terraform graph as you code. This extension makes it easy to visualize your infrastructure and the relationships between resources, helping you to understand how your infrastructure is configured",https://marketplace.visualstudio.com/items?itemName=adamiBs.terraform-live-graph,4107,5639,1532,1.4
mirrord,Run your local process in the context of your cloud cluster,https://marketplace.visualstudio.com/items?itemName=MetalBear.mirrord,4100,5542,1442,1.4
Docker-Live,"Makes it easy to create, manage, and debug containerized applications.",https://marketplace.visualstudio.com/items?itemName=wycliffePepela.Docker-Live,2318,3261,943,1.4
"A SNIPPETS ( PHP, SQL, HTML, CSS, SCSS, SASS, JS, jQuery )","All IN ONE SNIPPETS (PHP, SQL, HTML, CSS, SCSS, SASS, JS, jQuery)",https://marketplace.visualstudio.com/items?itemName=apartner-top.all-in-one-snippets,1744,2444,700,1.4
Naturins Test Extension,An extension for viewing and managing Azure resources.,https://marketplace.visualstudio.com/items?itemName=naturins.naturins-webtest,95,135,40,1.4
Hungarian Language Pack for Visual Studio Code,Language pack extension for Hungarian,https://marketplace.visualstudio.com/items?itemName=MS-CEINTL.vscode-language-pack-hu,872982,1229462,356480,1.4
Czech Language Pack for Visual Studio Code,Language pack extension for Czech,https://marketplace.visualstudio.com/items?itemName=MS-CEINTL.vscode-language-pack-cs,828694,1160616,331922,1.4
Skript,All essential tools for developing skript (.sk) code,https://marketplace.visualstudio.com/items?itemName=JohnHeikens.skript,7896,10667,2771,1.4
VSCODE Extension Development Snippets,Launch VSCODE Extension,https://marketplace.visualstudio.com/items?itemName=amiralariska.vscode-extension-development-snippets,1923,2776,853,1.4
eXtraction and Processing,Предназначен для очень удобного и легкого редактирования контента на языке eXtraction and Processing (XP),https://marketplace.visualstudio.com/items?itemName=SecurityExpertsCommunity.xp,562,800,238,1.4
Go Cyclo,Extension for GO language code insights,https://marketplace.visualstudio.com/items?itemName=dwarakautarkar.vs-gocyclo,388,534,146,1.4
StrictDoc Language Basics,Support for the StrictDoc markup: https://github.com/strictdoc-project/,https://marketplace.visualstudio.com/items?itemName=StrictDoc.strictdoc,92,127,35,1.4
VEX Robotics,"The VEX Extension allows for software development on VEX IQ 2nd Generation, EXP, and V5 platforms. C/C++ and Python programming languages are supported",https://marketplace.visualstudio.com/items?itemName=VEXRobotics.vexcode,15110,20534,5424,1.4
IIS and IIS Express extension for Visual Studio Code,IIS and IIS Express extension for Visual Studio Code. Quickly launch your project in Jexus Manager so that you can run it with local IIS and/or IIS Express.,https://marketplace.visualstudio.com/items?itemName=lextudio.iis,13949,18917,4968,1.4
Python Snippets 3 (Pro),New auto suggestion for Python updated in 2024,https://marketplace.visualstudio.com/items?itemName=EricSia.pythonsnippets3pro,12185,16781,4596,1.4
Refact,Refact AI Assistant for Code Writing and Refactoring,https://marketplace.visualstudio.com/items?itemName=smallcloud.codify,10894,15240,4346,1.4
Code Snippets AI - GPT-4 & Google PaLM2,"Turn Your Questions Into Code with ChatGPT, GPT-4 & Google PaLM2. Works with JavaScript, TypeScript, Python, C++, Java, PHP, Ruby & Others.",https://marketplace.visualstudio.com/items?itemName=CodeSnippetsAI.codesnippetsai,8800,12543,3743,1.4
Microsoft MakeCode Arcade,"Make games and learn code. Create retro arcade style video games, art, and music inside VS Code.",https://marketplace.visualstudio.com/items?itemName=ms-edu.pxt-vscode-web,4337,5941,1604,1.4
Better TS Errors,,https://marketplace.visualstudio.com/items?itemName=better-ts-errors.better-ts-errors,4001,5779,1778,1.4
Pratics NestJS snippets for VS Code editor + ExpressJS snippets,Snippets for NestJS + ExpressJS in VS Code editor,https://marketplace.visualstudio.com/items?itemName=EstevamSouza.nestjs-snippets-for-vscode,2298,3238,940,1.4
Godot Hover Docs,Show XML documentation when hovering symbols in Godot's C++ code.,https://marketplace.visualstudio.com/items?itemName=RedMser.godot-hover-docs,1641,2308,667,1.4
Sidekick AI,"Code faster, ask questions, find bugs. Powered by GPT-4.",https://marketplace.visualstudio.com/items?itemName=InvisibleTools.sidekickai,873,1255,382,1.4
p5.js Notebook,A notebook extension for p5.js,https://marketplace.visualstudio.com/items?itemName=garrit.p5js-notebook,824,1170,346,1.4
I Don't Care About Commit Message,"Yet another AI git commit plugin, but without the need for manual confirmation.",https://marketplace.visualstudio.com/items?itemName=mefengl.vscode-i-dont-care-about-commit-message,751,1018,267,1.4
Super Figure,"Easily create/edit/paste vector and bitmap images into latex, typst or markdown for ease note taking and writing. With out of the box support for Inkscape and Gimp",https://marketplace.visualstudio.com/items?itemName=peterson.super-figure,698,976,278,1.4
Rainbow CSV,"Highlight CSV and TSV files, Run SQL-like queries",https://marketplace.visualstudio.com/items?itemName=mechatroner.rainbow-csv,4825208,6543715,1718507,1.4
Jupyter PowerToys,Experimental features for Jupyter notebook support in VS Code.,https://marketplace.visualstudio.com/items?itemName=ms-toolsai.vscode-jupyter-powertoys,219601,301398,81797,1.4
Power User for dbt Core™,"a.k.a. dbt™ power user makes vscode seamlessly work with dbt™: auto-complete, preview, column lineage, AI docs generation, health checks, cost estimation etc",https://marketplace.visualstudio.com/items?itemName=innoverio.vscode-dbt-power-user,106956,147794,40838,1.4
MySQL Shell for VS Code,The power of MySQL Shell as part of your VS Code workflow.,https://marketplace.visualstudio.com/items?itemName=Oracle.mysql-shell-for-vs-code,101749,138388,36639,1.4
Snowflake,"Connect to Snowflake, write and execute sql queries, and view results without leaving VS Code.",https://marketplace.visualstudio.com/items?itemName=snowflake.snowflake-vsc,63179,91514,28335,1.4
"Mintlify Doc Writer for Python, JavaScript, TypeScript, C++, PHP, Java, C#, Ruby & more","AI powered documentation writer for JavaScript, Python, Java, Typescript & all other languages",https://marketplace.visualstudio.com/items?itemName=mintlify.document,359257,485460,126203,1.4
"CodeGeeX: AI Code AutoComplete, Chat, Auto Comment","CodeGeeX is an AI-based coding assistant, which can suggest code in the current or following lines.  It is powered by a large-scale multilingual code generation model with 13 billion parameters, pretrained on a large code corpus of more than 20 programming languages.",https://marketplace.visualstudio.com/items?itemName=aminer.codegeex,322985,448336,125351,1.4
Sourcery,Refactor Python instantly with Sourcery,https://marketplace.visualstudio.com/items?itemName=sourcery.sourcery,310816,423333,112517,1.4
Micro Focus COBOL,Extension for COBOL application development,https://marketplace.visualstudio.com/items?itemName=Micro-Focus-AMC.mfcobol,44638,60932,16294,1.4
Python Project Creator API Master,A extension which creates basic files for a python project,https://marketplace.visualstudio.com/items?itemName=EstevamSouza.pp-ai-api,387,537,150,1.4
Semantic Kernel Tools,Prompt engineering tools to create AI plugins with Semantic Kernel,https://marketplace.visualstudio.com/items?itemName=ms-semantic-kernel.semantic-kernel,17797,25565,7768,1.4
Kestrel,Tools for develepers of Kestrel,https://marketplace.visualstudio.com/items?itemName=SenseTime.kestrel,9083,12889,3806,1.4
Cue AI,Build software faster with AI.,https://marketplace.visualstudio.com/items?itemName=Cue.cueai,294,405,111,1.4
Image Gallery,"Improve image browsing experience, especially for remote development.",https://marketplace.visualstudio.com/items?itemName=GeriYoco.vscode-image-gallery,9308,12580,3272,1.4
AI QuickFix: Instantly fix problems with ChatGPT AI,"Use ChatGPT and GPT-4 AI tools to find one-click 'lightbulb menu' solutions to problems in your code flagged by your editor, linter, and other code quality tools.",https://marketplace.visualstudio.com/items?itemName=HaselerDev.aiquickfix,17104,24510,7406,1.4
svelte,extensions for svelte,https://marketplace.visualstudio.com/items?itemName=1YiB.svelte-bundle,123229,171574,48345,1.4
DSA-450,An offline vscode extension to practice a list of topic-wise DSA questions.,https://marketplace.visualstudio.com/items?itemName=JaspreetSingh.DSA450,221,320,99,1.4
Code Zoomer,Learn to code,https://marketplace.visualstudio.com/items?itemName=CodeZoomer.code-zoomer,221,310,89,1.4
GPT Code,"GPT powered code assistant (Support multi language, sentiment and mode)",https://marketplace.visualstudio.com/items?itemName=Roylam23.gpt-code,8318,11465,3147,1.4
SPARQL Notebook,A powerful way to document SPARQL queries and make them execute as notebook code cells,https://marketplace.visualstudio.com/items?itemName=Zazuko.sparql-notebook,1688,2324,636,1.4
Latex Sympy Calculator 225,Convert Latex to Sympy and calculate it in Latex or Markdown.,https://marketplace.visualstudio.com/items?itemName=Mality.latex-sympy-calculator-225,1468,2083,615,1.4
nodejs,extensions for nodejs,https://marketplace.visualstudio.com/items?itemName=1YiB.nodejs-bundle,93243,129949,36706,1.4
VSCode rdbg Ruby Debugger,Ruby's rdbg debugger support for VSCode,https://marketplace.visualstudio.com/items?itemName=KoichiSasada.vscode-rdbg,414399,560263,145864,1.4
Git History,Git history panel in your VS Code,https://marketplace.visualstudio.com/items?itemName=GuodongSun.vscode-git-cruise,28575,39489,10914,1.4
AskCodi,AI coding assistant!,https://marketplace.visualstudio.com/items?itemName=AskCodi.askcodi-vscode,6216,8675,2459,1.4
Jupyter Notebook ChatCompletion,Jupyter Notebook ChatCompletion is VSCode extension that brings the power of OpenAI's ChatCompletion API to your Jupyter Notebooks!,https://marketplace.visualstudio.com/items?itemName=IterativeCloud.notebook-chatcompletion,1230,1779,549,1.4
WatchYourLine,Track your today's written lines,https://marketplace.visualstudio.com/items?itemName=DavidEliasChrisKopczynski.watch-your-line,187,258,71,1.4
LiveCode for python,Real-time python variable evaluation,https://marketplace.visualstudio.com/items?itemName=xirider.livecode,270597,389532,118935,1.4
CSL JSON Citation Picker,Search your CSL JSON library for citations and insert them into Markdown.,https://marketplace.visualstudio.com/items?itemName=ShaneLiesegang.csl-json-citation-picker,156,224,68,1.4
TabNote,Leave a note on tabs or files to help you remember why they were opened/relevant/whatever the heck you may want to remember.,https://marketplace.visualstudio.com/items?itemName=alganzory.tabnote,605,844,239,1.4
Peripheral Viewer,"Standalone Peripheral(SVD) Viewer extension extracted from cortex-debug, now works with any debugger",https://marketplace.visualstudio.com/items?itemName=mcu-debug.peripheral-viewer,231042,323629,92587,1.4
Ocean for Apache Spark Jupyter extension,Run your notebook on your Ocean for Apache Spark cluster,https://marketplace.visualstudio.com/items?itemName=spot-by-netapp.spot-jupyter-extension,447,609,162,1.4
Typhon,Automatically recommending relevent code cell in your Jupyter Notebook,https://marketplace.visualstudio.com/items?itemName=MUICTSERU.typhon,136,185,49,1.4
Pakuranga College,Pakuranga College Managed Settings for VSCode,https://marketplace.visualstudio.com/items?itemName=pakcoldigitech.pcmsvsc,124,172,48,1.4
GitHooks -- Simple VS Code UI for git hooks.,"Integrating Git Hooks to vscode UI; Can View, Edit and Run your local Git Hooks which can prevent your git repository from potential issues and enforce code quality.",https://marketplace.visualstudio.com/items?itemName=lakshmikanthayyadevara.githooks,2622,3700,1078,1.4
Playwright Test for VSCode,Run Playwright Test tests in Visual Studio Code.,https://marketplace.visualstudio.com/items?itemName=ms-playwright.playwright,436950,629644,192694,1.4
FlexiGPT,"Interact with GPT AI models (GPT 3.5/4, Anthropic Claude, All models of HuggingFace Inference API, Gemini/Bison/Gecko by GoogleGL i.e Gemini API, etc, All models from llama.cpp like LLaMA1/2, Mistral, Vicuna, GPT4All, etc) as a power user",https://marketplace.visualstudio.com/items?itemName=ppipada.flexigpt,1420,1938,518,1.4
woz,ai coding assistant,https://marketplace.visualstudio.com/items?itemName=ina.woz,88,123,35,1.4
Simple Web Create Using Framework,"This extension is used for those of you who want to create a website using a framework 
 from the PHP & JavaScript programming languages ​​which will make it easier for you in web development.",https://marketplace.visualstudio.com/items?itemName=MrShadow2511.arseno,85,117,32,1.4
PRQL,"PRQL is a modern language for transforming data — a simple, powerful, pipelined SQL replacement",https://marketplace.visualstudio.com/items?itemName=PRQL-lang.prql-vscode,1140,1551,411,1.4
Prompt,A dynamic-prompt markup language base on Automatic1111 stable-diffusion Web UI.,https://marketplace.visualstudio.com/items?itemName=defaultkavy.prompt,1946,2695,749,1.4
PHP: Unit Test Explorer UI With Docker,PHP: Unit Test Explorer UI With Docker,https://marketplace.visualstudio.com/items?itemName=satiromarra.vscode-php-test-explorer-docker,78407,108723,30316,1.4
Chromium Context,Superpowers,https://marketplace.visualstudio.com/items?itemName=solomonkinard.chromium-context,1286,1843,557,1.4
Yet Another Java Extension Pack,This package contains my favourite Java Extensions. It may change!,https://marketplace.visualstudio.com/items?itemName=guilhermestella.guilhermestella-java-ext,20035,28371,8336,1.4
Pester Tests,Enables you to run PowerShell Pester tests using the VSCode testing feature,https://marketplace.visualstudio.com/items?itemName=pspester.pester-test,16351,23045,6694,1.4
Excalidraw,Draw schemas in VS Code using Excalidraw,https://marketplace.visualstudio.com/items?itemName=pomdtr.excalidraw-editor,89164,122898,33734,1.4
Copilot.Live,"Refactor, improve, and debug your code with Copilot.Live using AI",https://marketplace.visualstudio.com/items?itemName=CopilotLive.copilotLive,475,647,172,1.4
Statsig,Build. Measure. Ship!,https://marketplace.visualstudio.com/items?itemName=Statsig.code,434,612,178,1.4
Aya Vue3 extension Pack,A collection of extensions for working with Vue3/Volar Applications in VS Code,https://marketplace.visualstudio.com/items?itemName=Amayakite.aya-vue3-extension-pack,16543,22832,6289,1.4
Mojo 🔥,Mojo language support,https://marketplace.visualstudio.com/items?itemName=modular-mojotools.vscode-mojo,50111,69466,19355,1.4
chatgpt-box,An extension for using chatgpt,https://marketplace.visualstudio.com/items?itemName=04756.chatgpt-box,377,513,136,1.4
Save Commit Sync,"A VS Code extension to save, commit and sync - all at the same time!",https://marketplace.visualstudio.com/items?itemName=helloworld3200.save-commit-sync,486,664,178,1.4
ARCAD-Elias,ARCAD-Elias for IBM i developer extension,https://marketplace.visualstudio.com/items?itemName=arcadsoftware.arcad-elias,373,524,151,1.4
Commander V,"Instantly orients an AI (or human) in the structure and layout of your code by concatenating selected files, together with an optional ASCII view of your project's directory structure.",https://marketplace.visualstudio.com/items?itemName=kerns.commander-v,676,975,299,1.4
Git Essentials,The 2023 Collection of extensions for the modern developer using GIT on VS Code,https://marketplace.visualstudio.com/items?itemName=TechieCouch.git-essentials,14400,20410,6010,1.4
Wallaby Extension Pack,An extension pack that contains all of the Wallaby VS Code Extensions for improving your JavaScript / TypeScript development productivity.,https://marketplace.visualstudio.com/items?itemName=WallabyJs.wallaby-extension-pack,5057,7237,2180,1.4
Image Viewer,"View and manage all images in current project, copy base64",https://marketplace.visualstudio.com/items?itemName=vscode-infra.image-viewer,23309,32099,8790,1.4
AnakIntern: AI Coding Assistant,"Refactor, improve, and debug your code with GPT-3.5 Turbo",https://marketplace.visualstudio.com/items?itemName=Cheapgptplus.anak-intern,232,319,87,1.4
Outerbounds,Access workstations on the Outerbounds platform.,https://marketplace.visualstudio.com/items?itemName=Outerbounds.vscode-outerbounds,184,261,77,1.4
JIRA Git Commit Helper,This helps to create commit messages based on JIRA tickets assigned to you,https://marketplace.visualstudio.com/items?itemName=SamuelLawrentz.jira-git-commit-helper,201,290,89,1.4
Cucumber Step Definition Generator,"Generate step definition for multiple frameworks, such as Cypress, Playwright, and Cucumberjs. Powered by Gherkin Syntax.",https://marketplace.visualstudio.com/items?itemName=nguyenngoclong.cypress-cucumber-step-definition-generator,3874,5474,1600,1.4
H5Web,Visualize HDF5 files in VS Code,https://marketplace.visualstudio.com/items?itemName=h5web.vscode-h5web,15462,22342,6880,1.4
Docx Renderer,An extension which provides a read-only renderer for docx files using the npm package docx-preview. Now with configuration!,https://marketplace.visualstudio.com/items?itemName=AdamRaichu.docx-viewer,14125,19863,5738,1.4
ADIF Syntax Highlighting,ADIF radio amateur log files syntax highlighting support,https://marketplace.visualstudio.com/items?itemName=filipjonckers.adif-syntax-highlighting,126,179,53,1.4
