name,description,url,last_month_installs,this_month_installs,installs_m_m_growth,last_month_multiple
Red Hat Enterprise Linux 8.4 with High Availability,"The Red Hat Enterprise Linux with High Availability image is the foundation to a clustered system that provides reliability, scalability, and availability to critical production services. A cluster is two or more instances (called nodes or members) that work together to perform a task.",https://aws.amazon.com/marketplace/pp/B098856RXG?qid=1714077095152&sr=0-71&ref_=srh_res_product_title,1,610,609,610.0
Red Hat Enterprise Linux (RHEL) 7.2 (HVM),"Amazon EC2 running Red Hat Enterprise Linux provides a dependable platform to deploy a broad range of applications. By running RHEL on EC2, you can leverage the cost effectiveness, scalability and flexibility of Amazon EC2, the proven reliability of Red Hat Enterprise Linux, and AWS premium support with back-line support from Red Hat. Amazon EC2 running Red Hat Enterprise Linux provides seamless integration with existing Amazon EC2 features including Amazon Elastic Block Store (EBS), Amazon CloudWatch, Elastic-Load Balancing, and Elastic IPs. Includes access to Red Hat Insights, which provides proactive management and remediation guidance for RHEL 7.2 instances.",https://aws.amazon.com/marketplace/pp/B019NS7T5I?qid=1714077141790&sr=0-111&ref_=srh_res_product_title,1,610,609,610.0
Red Hat Enterprise Linux (RHEL) 7 (HVM),"Amazon EC2 running Red Hat Enterprise Linux provides a dependable platform to deploy a broad range of applications. By running RHEL on EC2, you can leverage the cost effectiveness, scalability and flexibility of Amazon EC2, the proven reliability of Red Hat Enterprise Linux, and AWS premium support with back-line support from Red Hat. Amazon EC2 running Red Hat Enterprise Linux provides seamless integration with existing Amazon EC2 features including Amazon Elastic Block Store (EBS), Amazon CloudWatch, Elastic-Load Balancing, and Elastic IPs. Includes access to Red Hat Insights, which provides proactive management and remediation guidance for RHEL 7 instances.",https://aws.amazon.com/marketplace/pp/B00KWBZVK6?qid=1714077159027&sr=0-181&ref_=srh_res_product_title,2,611,609,305.5
Red Hat Enterprise Linux (RHEL) 7 (HVM),"Amazon EC2 running Red Hat Enterprise Linux provides a dependable platform to deploy a broad range of applications. By running RHEL on EC2, you can leverage the cost effectiveness, scalability and flexibility of Amazon EC2, the proven reliability of Red Hat Enterprise Linux, and AWS premium support with back-line support from Red Hat. Amazon EC2 running Red Hat Enterprise Linux provides seamless integration with existing Amazon EC2 features including Amazon Elastic Block Store (EBS), Amazon CloudWatch, Elastic-Load Balancing, and Elastic IPs.",https://aws.amazon.com/marketplace/pp/B07Z5GM7W6?qid=1714076889920&sr=0-41&ref_=srh_res_product_title,2,609,607,304.5
CloudBeaver AWS,CloudBeaver is a new universal interface for data management developed by the DBeaver team. CloudBeaver is especially adapted for AWS Cloud services. This is the light web-application that you can share among all AWS users within your company.,https://aws.amazon.com/marketplace/pp/B08QTY2JTF?qid=1714077542952&sr=0-963&ref_=srh_res_product_title,1,129,128,129.0
CloudBeaver Community,"EC2-instance for the CloudBeaver open-source version. CloudBeaver Community supports all main relational databases like: PostgreSQL, MySQL, Oracle, SQL Server, Firebird and other. It provides powerful SQL-editor and data editor for data management.",https://aws.amazon.com/marketplace/pp/B09G4N23DT?qid=1714077931188&sr=0-2187&ref_=srh_res_product_title,1,129,128,129.0
SAP BusinessObjects 5 Named Users - STANDARD,"SAP BusinessObjects AMI includes a full suite of business intelligence products in the Cloud. With cloud-based solutions, businesses are discovering that they can run better faster. They don't need to order servers or have a team of programmers and database administrators. More importantly, they don't need a big budget.",https://aws.amazon.com/marketplace/pp/B00CB2IZWU?qid=1714077887358&sr=0-1938&ref_=srh_res_product_title,2,223,221,111.5
Splunk SOAR,"Splunk SOAR provides security orchestration, automation and response capabilities that allow security analysts to work smarter by automating repetitive tasks; respond to security incidents faster with automated alert triage, investigation, and response; increase productivity, efficiency and accuracy; and strengthen defenses by connecting and coordinating complex workflows across their team and tools. Splunk SOAR also supports a broad range of security operations center (SOC) functions including event and case management, integrated threat intelligence, collaboration tools and reporting. Splunk SOAR's flexible app model supports 350+ integrations and 2800+ APIs.",https://aws.amazon.com/marketplace/pp/B07K2HPNJG?qid=1714077150700&sr=0-146&ref_=srh_res_product_title,11,401,390,36.5
Red Hat Enterprise Linux for SAP with HA and Update Services 8.2,"Built on the Red Hat Enterprise Linux operating system (OS), Red Hat Enterprise Linux for SAP expands existing capabilities so you can get the most out of SAP's powerful analytics and data management portfolio. Red Hat Enterprise Linux High Availability (HA) provides all the necessary packages for configuring pacemaker based cluster that provides reliability and availability for critical production services. Extended Update Support (E4S) provides support on specific minor releases for 4 years from General Availability. Red Hat Insights can now be deployed for users with existing, cloud marketplace-purchased Red Hat Enterprise Linux (RHEL) system managed by Red Hat Update Infrastructure (RHUI).",https://aws.amazon.com/marketplace/pp/B08DJDW1FM?qid=1714077148004&sr=0-136&ref_=srh_res_product_title,38,609,571,16.0
Red Hat Enterprise Linux for SAP with HA and Update Services 8.4,"Built on the Red Hat Enterprise Linux operating system (OS), Red Hat Enterprise Linux for SAP expands existing capabilities so you can get the most out of SAP's powerful analytics and data management portfolio. Red Hat Enterprise Linux High Availability (HA) provides all the necessary packages for configuring pacemaker based cluster that provides reliability and availability for critical production services. Extended Update Support (E4S) provides support on specific minor releases for 4 years from General Availability. Red Hat Insights can now be deployed for users with existing, cloud marketplace-purchased Red Hat Enterprise Linux (RHEL) system managed by Red Hat Update Infrastructure (RHUI).",https://aws.amazon.com/marketplace/pp/B09VCT1KQN?qid=1714077182338&sr=0-235&ref_=srh_res_product_title,38,609,571,16.0
Red Hat Enterprise Linux for SAP with HA and US 7.9,"Built on the Red Hat Enterprise Linux operating system (OS), Red Hat Enterprise Linux for SAP expands existing capabilities so you can get the most out of SAP's powerful analytics and data management portfolio. Red Hat Enterprise Linux High Availability (HA) provides all the necessary packages for configuring pacemaker based cluster that provides reliability and availability for critical production services. Extended Update Support (E4S) provides support on specific minor releases for 4 years from General Availability. Note the software charges listed are for the additional functionality provided in this product. The platform cost includes a charge for the use of the base Red Hat Enterprise Linux OS of $0.06/hr for smaller instances and $0.13/hr for larger instances. Please refer to ",https://aws.amazon.com/marketplace/pp/B091D8G7ZC?qid=1714077365504&sr=0-393&ref_=srh_res_product_title,38,609,571,16.0
Red Hat Enterprise Linux 7.9 with HA and SQL Server 2019 Enterprise,"Amazon EC2 running Red Hat Enterprise Linux (RHEL) provides a dependable environment for deploying applications using the Microsoft SQL Server. By running RHEL with SQL Server on EC2, you can leverage the cost effectiveness, scalability and flexibility of Amazon EC2, the proven reliability of Red Hat Enterprise Linux, and AWS premium support with back-line support from Red Hat and Microsoft. The same core SQL Server code is used on Red Hat Enterprise Linux and Windows Server through platform abstraction (SQLPAL). Amazon EC2 running RHEL with SQL Server provides seamless integration with existing Amazon EC2 features including Amazon Elastic Block Store (EBS), Amazon CloudWatch, Elastic-Load Balancing, and Elastic IPs.",https://aws.amazon.com/marketplace/pp/B09BBXMCCW?qid=1714077875753&sr=0-1859&ref_=srh_res_product_title,38,609,571,16.0
Couchbase Sync Gateway,"Couchbase Mobile extends the power of Couchbase Server, bringing distributed NoSQL database capabilities to the edge while securely managing and syncing data from any cloud to edge devices. The Couchbase Mobile stack includes Couchbase Lite and Sync Gateway. Couchbase Lite is an embedded NoSQL database for mobile and other embedded platforms. Sync Gateway is a secure web gateway for data access and synchronization across Couchbase Lite clients and Couchbase Server.",https://aws.amazon.com/marketplace/pp/B092XJZ9HK?qid=1714079862940&sr=0-4939&ref_=srh_res_product_title,6,90,84,15.0
Red Hat OpenShift Service on AWS,"Red Hat OpenShift Service on AWS (ROSA) is a fully-managed and jointly supported Red Hat OpenShift offering that combines the power of Red Hat OpenShift, the industry's most comprehensive enterprise Kubernetes platform, and the AWS public cloud.",https://aws.amazon.com/marketplace/pp/B08KC9LC34?qid=1714076958583&sr=0-56&ref_=srh_res_product_title,9,123,114,13.7
Versa Operating System,"Versa Operating System (VOS) is a cloud-native, multi-tenant, and multi-service software platform with a full set of networking capabilities, including SD-WAN, with a wide range of security functions; making it possible to seamlessly design rich managed services and software-defined enterprise architectures that allow for agility. VOS is purpose-built with carrier-grade operational capabilities, including a distributed control and data plane fabric with built-in elasticity and on-demand capacity. Powerful service chaining for both native Versa and third-party services, including appliances, enables providers and enterprises to easily integrate advanced network and security functions into any type of infrastructure.",https://aws.amazon.com/marketplace/pp/B08JVKRFKL?qid=1714077530863&sr=0-908&ref_=srh_res_product_title,1,12,11,12.0
IBM Security Guardium Data Protection - Collector,"IBM Security Guardium Multi-Cloud Data Protection: Safeguard critical, sensitive, or regulated data wherever it resides.",https://aws.amazon.com/marketplace/pp/B07L5282LY?qid=1714077340354&sr=0-306&ref_=srh_res_product_title,4,47,43,11.8
IBM Security Guardium Data Protection - Aggregator or CM,"An Aggregator consolidates data from Collectors, while providing data retention and management capabilities through export, archive, and purge operations. Optionally, an Aggregator can also be designated as a Central Manager, allowing for top-down administration of all Guardium instances and a holistic view of stored data across the environment - all from a single location.",https://aws.amazon.com/marketplace/pp/B07L4ZVQTX?qid=1714077388012&sr=0-492&ref_=srh_res_product_title,4,47,43,11.8
Trend Micro Deep Security (BYOL),"Get proactive protection for EC2 workloads with Trend Micro Deep Security AMI to secure AWS and hybrid environments. The Deep Security AMI protects your physical, virtual, cloud and container resources with a smart agent using sophisticated techniques like IPS/IDS, Application Control, Behavior Monitoring, Maching Learning (for Windows) and more. Defend against threats, malware and vulnerabilities with a single product. Secure your network against attacks with host-based intrusion detection and prevention; Shield against known security exploits prior to scheduled patching; Lock down servers with Application Control; Protect Windows and Linux workloads from malware; Streamline the last mile of compliance with File and System Integrity Monitoring; and, get alerts about potential security events in system logs.",https://aws.amazon.com/marketplace/pp/B00OCI4H82?qid=1714077150700&sr=0-150&ref_=srh_res_product_title,2,23,21,11.5
Composable DataOps Platform (Cluster Deployment Version),"Composable DataOps Platform is an end-to-end, enterprise-grade visual data operations and analytics ecosystem built for business users needing to architect data intelligence solutions that leverage disparate data sources, live feeds, and event data regardless of the format or structure of the data. With a modern, intuitive dataflow visual designer, built-in services to facilitate data engineering, and a composable architecture that enables abstraction and integration of any software or analytical approach, Composable is the leading integrated development environment to discover, manage, transform and analyze enterprise data.",https://aws.amazon.com/marketplace/pp/B0B1JDMB1D?qid=1714078731525&sr=0-3288&ref_=srh_res_product_title,2,14,12,7.0
OpenVPN Access Server (100 Connected Devices),"OpenVPN Access Server, the OpenVPN self-hosted solution, simplifies the rapid deployment of a secure remote access solution with a web-based graphic user interface and OpenVPN Connect client installers. We also offer OpenVPN Cloud for small, medium, and enterprise businesses that prefer full cloud networking.",https://aws.amazon.com/marketplace/pp/B01DE7Y902?qid=1714077354014&sr=0-365&ref_=srh_res_product_title,29,185,156,6.4
OpenVPN Access Server (250 Connected Devices),"OpenVPN Access Server, the OpenVPN self-hosted solution, simplifies the rapid deployment of a secure remote access solution with a web-based graphic user interface and OpenVPN Connect client installers. We also offer OpenVPN Cloud for small, medium, and enterprise businesses that prefer full cloud networking.",https://aws.amazon.com/marketplace/pp/B01NBJ5UOJ?qid=1714077489005&sr=0-702&ref_=srh_res_product_title,29,185,156,6.4
OpenVPN Access Server (500 Connected Devices),"OpenVPN Access Server, the OpenVPN self-hosted solution, simplifies the rapid deployment of a secure remote access solution with a web-based graphic user interface and OpenVPN Connect client installers. We also offer OpenVPN Cloud for small, medium, and enterprise businesses that prefer full cloud networking.",https://aws.amazon.com/marketplace/pp/B01N9GRI23?qid=1714077511468&sr=0-800&ref_=srh_res_product_title,29,185,156,6.4
OpenVPN Access Server (25 Connected Devices),"OpenVPN Access Server, the OpenVPN self-hosted solution, simplifies the rapid deployment of a secure remote access solution with a web-based graphic user interface and OpenVPN Connect client installers. We also offer OpenVPN Cloud for small, medium, and enterprise businesses that prefer full cloud networking.",https://aws.amazon.com/marketplace/pp/B01DE7GEPK?qid=1714077144366&sr=0-129&ref_=srh_res_product_title,30,186,156,6.2
OpenVPN Access Server (50 Connected Devices),"OpenVPN Access Server, the OpenVPN self-hosted solution, simplifies the rapid deployment of a secure remote access solution with a web-based graphic user interface and OpenVPN Connect client installers. We also offer OpenVPN Cloud for small, medium, and enterprise businesses that prefer full cloud networking.",https://aws.amazon.com/marketplace/pp/B01DE7O34Y?qid=1714077171711&sr=0-220&ref_=srh_res_product_title,30,186,156,6.2
OpenVPN Access Server (5 Connected Devices),"OpenVPN Access Server, the OpenVPN self-hosted solution, simplifies the rapid deployment of a secure remote access solution with a web-based graphic user interface and OpenVPN Connect client installers. We also offer OpenVPN Cloud for small, medium, and enterprise businesses that prefer full cloud networking.",https://aws.amazon.com/marketplace/pp/B072YZPM2M?qid=1714077092427&sr=0-64&ref_=srh_res_product_title,31,187,156,6.0
Amazon EKS-Optimized Amazon Linux AMI with Support by Bansir,"This AMI has charges associated with it for seller support, includes Amazon EKS-Optimized Amazon Linux AMI and includes support.",https://aws.amazon.com/marketplace/pp/B08V8P8K6L?qid=1714079867008&sr=0-4959&ref_=srh_res_product_title,1,6,5,6.0
OpenVPN Access Server (10 Connected Devices),"OpenVPN Access Server, the OpenVPN self-hosted solution, simplifies the rapid deployment of a secure remote access solution with a web-based graphic user interface and OpenVPN Connect client installers. We also offer OpenVPN Cloud for small, medium, and enterprise businesses that prefer full cloud networking.",https://aws.amazon.com/marketplace/pp/B01DE77JZY?qid=1714077092427&sr=0-63&ref_=srh_res_product_title,33,189,156,5.7
Wordpress powered by Symetricore,"WordPress is a content management platform that allows users to easily publish, manage, and organize a wide variety of content on a website. WordPress is the most popular blogging system in use on the Web, at more than 60 million websites. Symetricore Wordpress gets you up and running easily and quickly. Beautiful designs, powerful features, and the freedom to build anything you want. WordPress is both free and priceless at the same time.",https://aws.amazon.com/marketplace/pp/B01ELTRR1U?qid=1714077340354&sr=0-301&ref_=srh_res_product_title,4,22,18,5.5
CentOS 7 (x86_64) - with Updates HVM,"This is the Official CentOS 7 x86_64 HVM image that has been built with a minimal profile, suitable for use in HVM instance types only. The image contains just enough packages to run within AWS, bring up an SSH Server and allow users to login. Please note that this is the default CentOS-7 image that we recommend everyone uses. It contains packages that are updated at points in time to include critical security updates.",https://aws.amazon.com/marketplace/pp/B08KYKK42V?qid=1714076218666&sr=0-5&ref_=srh_res_product_title,2,8,6,4.0
Flatcar Container Linux (Stable),"Flatcar Container Linux is a self-updating operating system designed for containers, making it ideal for running Kubernetes and other container platforms. It is suitable for anyone deploying containerized applications, particularly those seeking to do so securely or at scale.",https://aws.amazon.com/marketplace/pp/B08MF9S9N4?qid=1714077400405&sr=0-575&ref_=srh_res_product_title,1,4,3,4.0
ADFS Server Windows 2019,This product includes both of the software packages described below:,https://aws.amazon.com/marketplace/pp/B085327P1D?qid=1714077687397&sr=0-1593&ref_=srh_res_product_title,1,4,3,4.0
F5 NGINX Ingress Controller (Premium Edition),NGINX Ingress Controller is a best-in-class traffic management solution for cloud-native apps in Kubernetes and containerized environments in Amazon EKS. Get your free 30-day trial today!,https://aws.amazon.com/marketplace/pp/B08R4475GX?qid=1714078258507&sr=0-2454&ref_=srh_res_product_title,4,16,12,4.0
IIS 10 on Windows 2019,This product includes both of the software packages described below:,https://aws.amazon.com/marketplace/pp/B07WNLFTDB?qid=1714077509016&sr=0-783&ref_=srh_res_product_title,4,15,11,3.8
NVIDIA GPU-Optimized AMI,"The NVIDIA GPU-Optimized AMI is a virtual machine image for accelerating your GPU accelerated Machine Learning, Deep Learning, Data Science and HPC workloads. Using this AMI, you can spin up a GPU-accelerated EC2 VM instance in minutes with a pre-installed Ubuntu OS, GPU driver, Docker and NVIDIA container toolkit.",https://aws.amazon.com/marketplace/pp/B09W5S3F54?qid=1714077144366&sr=0-128&ref_=srh_res_product_title,2,7,5,3.5
AlmaLinux OS 8 (arm64),"AlmaLinux OS is an open-source, community-driven Linux operating system that fills the gap left by the discontinuation of the CentOS Linux stable release. AlmaLinux OS is an Enterprise Linux distro, binary compatible with RHEL®, and guided and built by the community. As a standalone, completely free OS, AlmaLinux OS enjoys $1M in annual sponsorship from CloudLinux Inc. and support from more than 25 other sponsors. Ongoing development efforts are governed by the members of the community. The AlmaLinux OS Foundation is a 501(c)(6) non-profit created for the benefit of the AlmaLinux OS community.",https://aws.amazon.com/marketplace/pp/B09FYMJ5WX?qid=1714077370893&sr=0-429&ref_=srh_res_product_title,3,10,7,3.3
OpenVPN Access Server,"OpenVPN Access Server, the OpenVPN self-hosted solution, simplifies the rapid deployment of a secure remote access solution with a web-based graphic user interface and OpenVPN Connect client installers. We also offer OpenVPN Cloud for small, medium, and enterprise businesses that prefer full cloud networking.",https://aws.amazon.com/marketplace/pp/B00MI40CAE?qid=1714076218666&sr=0-4&ref_=srh_res_product_title,76,234,158,3.1
John Snow Labs - Healthcare NLP,"John Snow Labs - Healthcare NLP Libraries are designed to help organizations extract insights from unstructured documents and enable faster, more accurate data analysis. Healthcare NLP is a cutting-edge natural language processing solution designed specifically for the healthcare domain, leveraging advanced machine learning algorithms and a vast medical knowledge base. Healthcare NLP excels in transforming raw healthcare data into structured, actionable information.",https://aws.amazon.com/marketplace/pp/prodview-kpac4xtqkxuqu?qid=1714077482890&sr=0-672&ref_=srh_res_product_title,1,3,2,3.0
Wordpress on Ubuntu 18.04,This image contains latest Wordpress on Ubuntu 18.04 and includes support.,https://aws.amazon.com/marketplace/pp/B084CXGMW5?qid=1714077397006&sr=0-553&ref_=srh_res_product_title,1,3,2,3.0
Apache Web Server for CentOS 7,Apache HTTP server has been running millions of websites of all varieties and it is one of the most popular open source applications also. The Kurian AMI bakes the latest version of Apache HTTP server software onto the target Linux distribution updated with latest OS patches. A node spun out of this AMI will be ready to be added to a cluster or further configuration immediately.,https://aws.amazon.com/marketplace/pp/B09HR1BY3M?qid=1714079851155&sr=0-4901&ref_=srh_res_product_title,1,3,2,3.0
Iguazio Community Edition,The Iguazio Data Science & MLOps Platform provides a complete data science workflow in a single ready-to-use platform that includes all the required building blocks for creating data science applications.,https://aws.amazon.com/marketplace/pp/B09BDF3NPY?qid=1714079857548&sr=0-4918&ref_=srh_res_product_title,1,3,2,3.0
XAMPP Server on Windows 2019 + Apache Web Server + MariaDB + FTP,This product includes both of the software packages described below:,https://aws.amazon.com/marketplace/pp/B08L5LHBM9?qid=1714077969372&sr=0-2336&ref_=srh_res_product_title,9,25,16,2.8
UTunnel VPN,"UTunnel VPN allows you to set up a VPN server quickly and easily, for business or personal use. You can bring in your own server or create a server with one of the integrated cloud providers. Once a server has been created, you can start inviting users to join the server, and start using it. Following are some of our key features.",https://aws.amazon.com/marketplace/pp/B083VVLR8B?qid=1714077610923&sr=0-1202&ref_=srh_res_product_title,6,16,10,2.7
Appsmith Community Edition,Version,https://aws.amazon.com/marketplace/pp/B08Q1NMDJT?qid=1714077334515&sr=0-283&ref_=srh_res_product_title,11,29,18,2.6
SecureSphere WAF AV1000 Gateway for AWS (On-Demand),"Imperva SecureSphere WAF for AWS extends all of the security and management capabilities of the world's most-trusted web application firewall to Amazon Web Services environments. SecureSphere for AWS is the first enterprise-class Web Application Firewall tailored specifically for Amazon Web Services. Running natively in AWS, and leveraging all its capabilities, SecureSphere for AWS scales on-demand with AWS applications. SecureSphere applies multiple defenses and correlates results to offer laser-accurate attack detection. Certified by ICSA Labs, SecureSphere addresses PCI 6.6 and provides ironclad protection against the OWASP Top Ten, including SQL Injection, XSS and CSRF. Note that AV1000 provides up to 100 Mbps throughput. If more is required, see SecureSphere Web Application Firewall AV2500 Gateway for AWS (On-Demand).",https://aws.amazon.com/marketplace/pp/B00UAWMZ1U?qid=1714077636074&sr=0-1320&ref_=srh_res_product_title,17,40,23,2.4
SecureSphere WAF AV2500 Gateway for AWS (On-Demand),"Imperva SecureSphere WAF for AWS extends all of the security and management capabilities of the world's most-trusted web application firewall to Amazon Web Services environments. SecureSphere for AWS is the first enterprise-class Web Application Firewall tailored specifically for Amazon Web Services. Running natively in AWS, and leveraging all its capabilities, SecureSphere for AWS scales on-demand with AWS applications. SecureSphere applies multiple defenses and correlates results to offer laser-accurate attack detection. Certified by ICSA Labs, SecureSphere addresses PCI 6.6 and provides ironclad protection against the OWASP Top Ten, including SQL Injection, XSS and CSRF. Note that AV2500 provides up to 500 Mbps throughput.",https://aws.amazon.com/marketplace/pp/B00UAWN0FU?qid=1714078536501&sr=0-2839&ref_=srh_res_product_title,17,40,23,2.4
EJBCA Enterprise Cloud - 24x7 Support,"EJBCA PKI for Enterprises - A powerful and flexible certificate issuance and management system to issue and enable full life-cycle control of digital certificate and Certificate (CA), Registration (RA) and Validation Authorities (VA); enabling multiple use cases and standards compliance. EJBCA now includes support for CloudHSM and AWS KMS, has introduced support for the ACME protocol and has a REST API. Please visit the EJBCA Enterprise Cloud documentation for CloudHSM and AWS KMS integration guides. This instance includes 24x7 Premium Support but is functionally identical to the Standard listing.",https://aws.amazon.com/marketplace/pp/B078PKTQTJ?qid=1714077716708&sr=0-1723&ref_=srh_res_product_title,4,9,5,2.3
Teradata Vantage Enterprise (DIY),"Vantage is the connected multi-cloud data platform for enterprise analytics. Includes Native Object Store (NOS) Read/Write, Vantage Analytics Library, 4D analytics, nPath, sessionization, attribution, scoring, and more. Workload management features Teradata Active System Management (TASM).",https://aws.amazon.com/marketplace/pp/B01LW1R13T?qid=1714077385765&sr=0-484&ref_=srh_res_product_title,138,283,145,2.1
Teradata Vantage Base (DIY),"Vantage is the connected multi-cloud data platform for enterprise analytics. Includes Native Object Store (NOS) Read/Write, Vantage Analytics Library, 4D analytics, nPath, sessionization, attribution, scoring, and more. Base tier boasts exceptional economics via a system concurrency limit of 15.",https://aws.amazon.com/marketplace/pp/B06Y4PRMKQ?qid=1714077407217&sr=0-613&ref_=srh_res_product_title,134,279,145,2.1
Teradata Vantage Advanced (DIY),"Vantage is the connected multi-cloud data platform for enterprise analytics. Includes Native Object Store (NOS) Read/Write, Vantage Analytics Library, 4D analytics, nPath, sessionization, attribution, scoring, and more. Workload management features Teradata Integrated Workload Management (TIWM).",https://aws.amazon.com/marketplace/pp/B06Y4ZM9KY?qid=1714077513153&sr=0-806&ref_=srh_res_product_title,134,279,145,2.1
Kubecost - Amazon EKS cost monitoring,"Gain visibility into your Kubernetes resources to optimize your spend and allocate more effectively. Reduce spend efficiently with real-time visibility into Kubernetes spend. Identify right sizing opportunities, abandoned workers and orphaned resources. Allocate spend more effectively by grouping cost under your business logic. Report these allocations across the organization directly from the UI or integrate into an existing tool via our API. This listing offers the Amazon EKS optimized package that is also available as a Helm chart at ",https://aws.amazon.com/marketplace/pp/prodview-asiz4x22pm2n2?qid=1714077159027&sr=0-190&ref_=srh_res_product_title,1,2,1,2.0
Minimal Ubuntu 22.04 LTS - Jammy,"Lean, fast and powerful, Ubuntu Server delivers services reliably, predictably and economically. It is the perfect base on which to build your instances. Ubuntu is free and will always be, and you have the option to get support and Landscape from Canonical.",https://aws.amazon.com/marketplace/pp/B09YS6HZ7J?qid=1714077185001&sr=0-249&ref_=srh_res_product_title,1,2,1,2.0
NVIDIA Gaming PC - Windows Server 2016,This product includes both of the software packages described below:,https://aws.amazon.com/marketplace/pp/B07SRJGXWZ?qid=1714077344412&sr=0-322&ref_=srh_res_product_title,1,2,1,2.0
CipherTrust Manager Community Edition,"Thales CipherTrust Platform Community Edition reduces the drag associated with adding data security so you can protect your velocity and be compliant. DevSecOps teams can integrate key management (KMS), encryption and tokenization in a fraction of the time required by other solutions.",https://aws.amazon.com/marketplace/pp/prodview-adjvglziiunpg?qid=1714077427009&sr=0-623&ref_=srh_res_product_title,1,2,1,2.0
Avi Vantage Platform,"Avi Vantage delivers enterprise grade Elastic Load Balancer with SSL offload, web application security and Real-Time application performance monitoring and predictive autoscaling for applications for optimal application sizing. The Avi Vantage architecture is comprised of two systems components: Avi Controller and Avi Service Engines. The Avi Controller provides a centrally managed control, analytics and operational dashboard that provides control and visibility into application performance. The distributed Service Engines provide scalable, high performance, granular load balancing. The AMI image for Avi Vantage privisions the controller which then auto-provisions Service Engines as needed (auto-scaling LB). In addition to elastic load balancing, Avi Vantage can also provide microsegmentation, service discovery, and application maps for container clusters running on AWS. Fortune 500 technology, media, and financial services companies use Avi Networks to deliver automated application services, enable self-service, and lower TCO.",https://aws.amazon.com/marketplace/pp/B01ICD3R7E?qid=1714077489005&sr=0-708&ref_=srh_res_product_title,3,6,3,2.0
Nagios Core 4.4.5 on CentOS 7,"Nagios provides monitoring of all mission-critical infrastructure components including applications, services, operating systems, network protocols, systems metrics, and network infrastructure. Hundreds of third-party addons provide for monitoring of virtually all in-house applications, services, and systems.",https://aws.amazon.com/marketplace/pp/B07Z849L6F?qid=1714077525382&sr=0-877&ref_=srh_res_product_title,1,2,1,2.0
Kubecost,"Gain visibility into your Kubernetes resources to optimize your spend and allocate more effectively. Reduce spend efficiently with real-time visibility into Kubernetes spend. Identify right sizing opportunities, abandoned workers and orphaned resources. Allocate spend more effectively by grouping cost under your business logic. Report these allocations across the organization directly from the UI or integrate into an existing tool via our API. Enterprise edition features include unlimited clusters supported, unlimited data retention, multi-cluster view, SAML, notifications to identify cost and infrastructure concerns and enterprise support. For custom orders, contact us at ",https://aws.amazon.com/marketplace/pp/B08CXMNTML?qid=1714077554396&sr=0-1017&ref_=srh_res_product_title,1,2,1,2.0
CloudBolt Cloud Management Platform,"CloudBolt helps reduce multi-cloud complexity by unifying platforms and processes via self-service automation. We optimize budgets, quotas, alerts, and reports via a single integrated view across all clouds, and enforce best practices, and govern risky behavior out of the process. CloudBolt offers a framework to unify cloud operations among DevOps, ITOps, FinOps, and SecOps. CloudBolt has won numerous awards and has repeatedly been recognized as one of the fastest-growing private companies on the Deloitte Fast 500 and the Inc. 5000 lists. For more information, visit ",https://aws.amazon.com/marketplace/pp/B0977GZCKJ?qid=1714077627461&sr=0-1283&ref_=srh_res_product_title,1,2,1,2.0
Microsoft Windows Server 2019 with NVIDIA Tesla Driver,This product includes both of the software packages described below:,https://aws.amazon.com/marketplace/pp/B07XDD4T7Y?qid=1714077649235&sr=0-1386&ref_=srh_res_product_title,1,2,1,2.0
Active Directory Domain Controller 2016,This product includes both of the software packages described below:,https://aws.amazon.com/marketplace/pp/B07MF4TC76?qid=1714077592984&sr=0-1162&ref_=srh_res_product_title,1,2,1,2.0
Microsoft SQL Server 2019 Web on Windows Server 2019,This product includes both of the software packages described below:,https://aws.amazon.com/marketplace/pp/B081DBLZNY?qid=1714077556168&sr=0-1021&ref_=srh_res_product_title,1,2,1,2.0
MySQL Server + phpMyadmin + LAMP + Apache Web Server - CentOS Server 9,"MySQL server comes pre-installed with the full LAMP stack (Apache Web Server, PHP, MySQL, PHPMyadmin) on CentOS Server running MySQL Community Edition. Configure server as a standalone SQL server or SQL replication. Server can also be setup for InnoDB clustering for HA",https://aws.amazon.com/marketplace/pp/B08ZS5WZLK?qid=1714077932766&sr=0-2194&ref_=srh_res_product_title,1,2,1,2.0
OBS - Live Streaming Server for Windows 2019,This product includes both of the software packages described below:,https://aws.amazon.com/marketplace/pp/B08WCFQY6J?qid=1714077967215&sr=0-2327&ref_=srh_res_product_title,1,2,1,2.0
IIS 10 PHP 7 Windows 2019,This product includes both of the software packages described below:,https://aws.amazon.com/marketplace/pp/B07WYYTRQ8?qid=1714078303162&sr=0-2483&ref_=srh_res_product_title,7,14,7,2.0
ManageEngine OpManager,"ManageEngine OpManager is an end-to-end network management software that helps organizations monitor & manage their IT infrastructure. It offers a unified approach to scale and manage distributed IT infrastructure, advanced fault and performance management functionality across critical IT resources viz. network devices, WAN or VoIP links, servers, virtual servers (VMware and Hyper-V), Domain controllers, MS Exchange, MS SQL and other IT infrastructure components.",https://aws.amazon.com/marketplace/pp/B093P2JFTK?qid=1714078520347&sr=0-2776&ref_=srh_res_product_title,42,82,40,2.0
