name,description,url,last_month_installs,this_month_installs,installs_m_m_growth,last_month_multiple
"Social Drive, Comment and Reply for any file","This app allows you to comment, manage comments (list, reply, edit, delete..) on Google Drive's file. Share it with your friends.",https://workspace.google.com/marketplace/app/social_drive_comment_and_reply_for_any_f/619726404418,160,264,104,1.6
Currency Converter,Currency Converter allows you to convert currencies based on daily exchange rates right in your Google Workspace sidebar. You can even modify the currency conversion to your own preference or region.,https://workspace.google.com/marketplace/app/currency_converter/962968609488,7,11,4,1.6
SheetsFinance | Stock Market Analysis,"Real-time & historical price data, 30+ years of fundamentals, 70,000+ stocks, ETF, FOREX, crypto, indexes & more. Build investing dashboards, portfolio trackers, stock screeners, and valuations.",https://workspace.google.com/marketplace/app/sheetsfinance_stock_market_analysis/454765795033,95,151,56,1.6
Invoice Generator | Bulk Invoices | PDF Receipts,Mail merge for invoices: Create bulk invoices based on a Spreadsheets table and optionally email those PDF invoices automatically to your clients. An invoice tempalte is provided. Send Free Invoices,https://workspace.google.com/marketplace/app/invoice_generator_bulk_invoices_pdf_rece/307475216962,17,27,10,1.6
Zoho Survey,"Create, launch, secure, and send surveys instantly!",https://workspace.google.com/marketplace/app/zoho_survey/83588307665,22,36,14,1.6
Tweet Archiver,"Search Twitter by keyword or hashtags and save matching tweets in a Google Spreadsheet automatically. Use the archive to download your brand mentions, conference tweets, geo-tagged tweets and more.",https://workspace.google.com/marketplace/app/tweet_archiver/976886281542,139,220,81,1.6
Zoho Analytics,Visualize your data as beautiful charts and dashboards. Get valuable insights.,https://workspace.google.com/marketplace/app/zoho_analytics/381009473798,36,58,22,1.6
Zoho Campaigns,An email marketing automation software that drives sales and helps you reach and engage with customers.,https://workspace.google.com/marketplace/app/zoho_campaigns/240552415845,9,14,5,1.6
Zoho Mail,"Zoho Mail is a powerful email service built for business use with a sleek, fast, ad-free webmail interface packed with advanced features matching or superior to those found in desktop email clients.",https://workspace.google.com/marketplace/app/zoho_mail/328469059460,15,22,7,1.5
Whereby for Google Calendar™,Schedule Whereby video meetings from within Google Calendar™,https://workspace.google.com/marketplace/app/whereby_for_google_calendar/480029666679,17,26,9,1.5
"Salesforce, Hubspot, Asana CRM data","Connect quickly and easily to popular CRM tools including Salesforce, Hubspot, Asana, Pipedrive and more",https://workspace.google.com/marketplace/app/salesforce_hubspot_asana_crm_data/400312729360,16,24,8,1.5
Market Data,"Current and historical options prices. 15+ years of data. Bid, ask, volume, open interest, and more. Market Data’s free Sheets Add-on is the perfect companion for options traders.",https://workspace.google.com/marketplace/app/market_data/453586334945,14,21,7,1.5
Combine Sheets™,Combine Sheets™ Add-on to combine multiple Sheets™ on a click.I,https://workspace.google.com/marketplace/app/combine_sheets/405522851504,6,9,3,1.5
Tiller Money Feeds,"Your financial life in Google Sheets, automatically updated each day. Track all your accounts in one place, control your spending, and customize everything.",https://workspace.google.com/marketplace/app/tiller_money_feeds/417666986289,223,328,105,1.5
Adveronix,"Easily connect and export all your Google Ads™, Facebook Ads, LinkedIn, Snapchat, Pinterest, Shopify, Amazon, YouTube™ and other data to Google Sheets™",https://workspace.google.com/marketplace/app/adveronix/523964251627,615,904,289,1.5
Gopher for Drive,Gopher for Drive gives you insights into your Drive and Storage Usage.,https://workspace.google.com/marketplace/app/gopher_for_drive/598519870496,15,23,8,1.5
"Choice Eliminator for Google Forms™, Choice limit","Best Google Forms™ app for limiting response counts for multiple choices, checkboxes, and dropdowns. The option gets crossed out on the Google Forms™ when the choice limit is reached. Limiter",https://workspace.google.com/marketplace/app/choice_eliminator_for_google_forms_choic/451642192898,93,140,47,1.5
Zoho People,Automate HR Management For Your People-Powered Businesses using Zoho People which integrates with GWS environment.,https://workspace.google.com/marketplace/app/zoho_people/872160754795,8,11,3,1.4
Zoho Recruit,"Zoho recruit is a smart online recruitment software that helps you manage job requirements, track the applicants and recruit a right person for the job.",https://workspace.google.com/marketplace/app/zoho_recruit/246874169334,7,10,3,1.4
Tactiq,Find and review Google Meet™ and Zoom transcriptions & summaries with one click in Google Calendar™ using Tactiq transcript. Attach Google Meet™ video recording to meeting transcription.,https://workspace.google.com/marketplace/app/tactiq/399035273123,12,17,5,1.4
Zoho Meeting,"Host web meetings to connect with your team members, clients, and customers around the world. Enhance your remote collaboration experience with our highly secure online meeting and webinar software.",https://workspace.google.com/marketplace/app/zoho_meeting/216953881684,8,11,3,1.4
Zoho CRM,"Zoho CRM is a flexible cloud-based CRM for your business that helps you attract, retain and delight customers.",https://workspace.google.com/marketplace/app/zoho_crm/469571659015,95,135,40,1.4
Zoho CRM,"Zoho CRM is a flexible cloud-based CRM for your business that helps you attract, retain and delight customers.",https://workspace.google.com/marketplace/app/zoho_crm/469571659015,99,135,36,1.4
Zoho Desk,"Deliver more happiness in every support ticket with Zoho Desk. Receive support tickets from email, phone, chat, social media. Respond to them from a single place.",https://workspace.google.com/marketplace/app/zoho_desk/916872167866,7,10,3,1.4
Zoho CRM for Gmail,"Zoho CRM is a flexible cloud-based CRM for your business that helps you attract, retain and delight customers.",https://workspace.google.com/marketplace/app/zoho_crm_for_gmail/490347649391,69,99,30,1.4
Zoho CRM for Gmail,"Zoho CRM is a flexible cloud-based CRM for your business that helps you attract, retain and delight customers.",https://workspace.google.com/marketplace/app/zoho_crm_for_gmail/490347649391,70,99,29,1.4
Zoho CRM for Gmail,"Zoho CRM is a flexible cloud-based CRM for your business that helps you attract, retain and delight customers.",https://workspace.google.com/marketplace/app/zoho_crm_for_gmail/490347649391,72,99,27,1.4
Form to Chatbot ⚡️,Turn Google form into a highly engaging chat in one click!,https://workspace.google.com/marketplace/app/form_to_chatbot_%E2%9A%A1%EF%B8%8F/349974714221,16,23,7,1.4
"Coefficient: Salesforce, HubSpot Data Connector","Connect data sources & APIs to Google Sheets™. Coupled with GPT Copilot, sync and analyze data faster than ever. No coding required!",https://workspace.google.com/marketplace/app/coefficient_salesforce_hubspot_data_conn/182621001506,257,365,108,1.4
Zoho Creator,Create custom apps for all your business needs with very little code. Build once on web and use them across mobile platforms with targeted functionality.,https://workspace.google.com/marketplace/app/zoho_creator/77578066546,69,100,31,1.4
Zoho Creator,Create custom apps for all your business needs with very little code. Build once on web and use them across mobile platforms with targeted functionality.,https://workspace.google.com/marketplace/app/zoho_creator/77578066546,70,100,30,1.4
Zoho Creator,Create custom apps for all your business needs with very little code. Build once on web and use them across mobile platforms with targeted functionality.,https://workspace.google.com/marketplace/app/zoho_creator/77578066546,72,100,28,1.4
Geocoding by SmartMonkey,"Easy geocoding addresses. Translate your street names into GPS coordinates, fast easy and powerful thanks to Google Maps",https://workspace.google.com/marketplace/app/geocoding_by_smartmonkey/1033231575312,26,36,10,1.4
Zoho Expense,Zoho Expense is an expense reporting software that automates recording of expenses from receipts and credit cards.,https://workspace.google.com/marketplace/app/zoho_expense/323286742174,21,29,8,1.4
Zoho Invoice for Gmail,Add senders as contacts and view related transactions within Gmail.,https://workspace.google.com/marketplace/app/zoho_invoice_for_gmail/639835714152,22,30,8,1.4
Zoho Invoice for Gmail,Add senders as contacts and view related transactions within Gmail.,https://workspace.google.com/marketplace/app/zoho_invoice_for_gmail/639835714152,21,30,9,1.4
Financial Modeling Prep,"Access Real-time stock price, fundamentals data and also historical data such as income statement, balance sheet statement and cashflow statement quarterly and annually.",https://workspace.google.com/marketplace/app/financial_modeling_prep/262992176931,9,13,4,1.4
Goal Seek,The Goal Seek add-on for Google Sheetsᵀᴹ enables users to calculate the required value of a cell to achieve a desired formula value in another cell.,https://workspace.google.com/marketplace/app/goal_seek/583737146763,187,261,74,1.4
Form Director,"Direct Google Forms™ submission to apps in Google Workspace™, CRM, Accounting, Productivity, Marketing, etc.",https://workspace.google.com/marketplace/app/form_director/824044380012,513,682,169,1.3
Zoho Recruit,"Zoho recruit is a smart online recruitment software that helps you manage job requirements, track the applicants and recruit a right person for the job.",https://workspace.google.com/marketplace/app/zoho_recruit/246874169334,8,10,2,1.3
Docs Creator - Mail merge for letters,Easily create mail merge letters with Google Docs™ and Sheets™. Install now for free!,https://workspace.google.com/marketplace/app/docs_creator_mail_merge_for_letters/77808591299,74,95,21,1.3
Zoho Connect,Empower Your Employee Collaboration,https://workspace.google.com/marketplace/app/zoho_connect/826492495615,11,14,3,1.3
Zoho Connect,Empower Your Employee Collaboration,https://workspace.google.com/marketplace/app/zoho_connect/826492495615,11,14,3,1.3
Zoho Connect,Empower Your Employee Collaboration,https://workspace.google.com/marketplace/app/zoho_connect/826492495615,11,14,3,1.3
Zoho Meeting for Gmail,Convert email conversations into real-time collaborative sessions right from your inbox with the Zoho Meeting add-on for Gmail.,https://workspace.google.com/marketplace/app/zoho_meeting_for_gmail/165094867589,22,28,6,1.3
Zoho Meeting for Gmail,Convert email conversations into real-time collaborative sessions right from your inbox with the Zoho Meeting add-on for Gmail.,https://workspace.google.com/marketplace/app/zoho_meeting_for_gmail/165094867589,21,28,7,1.3
Neartail,Create order form in Google Forms & collect payment. Use AI to extract price & product details to calculate order amount.,https://workspace.google.com/marketplace/app/neartail/743172720058,111,140,29,1.3
Solve CRM,Modern CRM with features to manage projects.,https://workspace.google.com/marketplace/app/solve_crm/807650370325,81,108,27,1.3
Zoho Desk,"Deliver more happiness in every support ticket with Zoho Desk. Receive support tickets from email, phone, chat, social media. Respond to them from a single place.",https://workspace.google.com/marketplace/app/zoho_desk/916872167866,8,10,2,1.3
WhatsForm ⚡️,"Get Google form orders, booking & feedback on your WhatsApp number 💬",https://workspace.google.com/marketplace/app/whatsform_%E2%9A%A1%EF%B8%8F/513270768589,19,24,5,1.3
Salesforce Connector for Gmail,"Integrate your Gmail™, Google Calendar and Salesforce.com CRM in one easy step with virtually nothing to install. Now with full mobile support for the Gmail™ app on iOS and Android!",https://workspace.google.com/marketplace/app/salesforce_connector_for_gmail/1085601474281,140,186,46,1.3
CFDI Tools,"Usa CFDI Tools para leer, descargar y validar archivos de facturas CFDI XML de Google Drive y tener la información organizada en columnas de una hoja de cálculo Google Sheets. Soporta CFDI 4.0",https://workspace.google.com/marketplace/app/cfdi_tools/431167342188,25,33,8,1.3
Zoho Expense,Zoho Expense is an expense reporting software that automates recording of expenses from receipts and credit cards.,https://workspace.google.com/marketplace/app/zoho_expense/323286742174,22,29,7,1.3
Dividend Data,The Dividend Data Add-on provides extensive Data about historical and future dividend events.,https://workspace.google.com/marketplace/app/dividend_data/536038016271,10,13,3,1.3
Budget n Sheets for Sheets™,"Easy budget spreadsheet to annotate your daily expenses. Free, ad-free, open-source.",https://workspace.google.com/marketplace/app/budget_n_sheets_for_sheets/628594713587,20,25,5,1.3
Export Emails to Sheets by cloudHQ,"Parse and extract specifics from emails, like resume or invoice details, and backup your Gmail™ messages, including attachments, to a Google spreadsheet and Google Drive™.",https://workspace.google.com/marketplace/app/export_emails_to_sheets_by_cloudhq/777824367087,30,39,9,1.3
Zoho Survey,"Create, launch, secure, and send surveys instantly!",https://workspace.google.com/marketplace/app/zoho_survey/83588307665,28,36,8,1.3
Zoho Campaigns,An email marketing automation software that drives sales and helps you reach and engage with customers.,https://workspace.google.com/marketplace/app/zoho_campaigns/240552415845,11,14,3,1.3
Zoho Campaigns,An email marketing automation software that drives sales and helps you reach and engage with customers.,https://workspace.google.com/marketplace/app/zoho_campaigns/240552415845,11,14,3,1.3
Zoho Campaigns,An email marketing automation software that drives sales and helps you reach and engage with customers.,https://workspace.google.com/marketplace/app/zoho_campaigns/240552415845,11,14,3,1.3
Power My Analytics,Automatically import marketing metrics from popular platforms in Google Sheets.,https://workspace.google.com/marketplace/app/power_my_analytics/606653648723,30,38,8,1.3
Castodia Data Connector,"Castodia lets you connect Google Sheets™ to your data sources and auto-refresh data on a custom schedule, with down to 1 minute auto-refresh frequency.",https://workspace.google.com/marketplace/app/castodia_data_connector/240754477426,17,22,5,1.3
ImportFromWeb | Web scraping in Google Sheets,ImportFromWeb imports data from any websites into your spreadsheet using a simple function. It's like ImportXML but on steroids 💥,https://workspace.google.com/marketplace/app/importfromweb_web_scraping_in_google_she/278587576794,215,278,63,1.3
JumpCloud,"JumpCloud’s open directory platform unifies identities, devices and IT resources — anywhere work happens.",https://workspace.google.com/marketplace/app/jumpcloud/629652647736,8,10,2,1.3
Zoho Assist,"Zoho Assist is cloud-based remote support and remote access software that helps you support customers from a distance through web-based, on-demand remote sessions.",https://workspace.google.com/marketplace/app/zoho_assist/115738514853,7,9,2,1.3
Advanced Admin,Advanced Admin is the ultimate tool for admins in Google Workspace. The new add-on offers a variety of tools to improve agility and speed in the admin console. Work doesn’t feel like work anymore.,https://workspace.google.com/marketplace/app/advanced_admin/197429892973,6,8,2,1.3
AppSheet Events,Google sheets add-on to enable automation for AppSheet Apps,https://workspace.google.com/marketplace/app/appsheet_events/592572205846,62,77,15,1.2
AppSheet Events,Google sheets add-on to enable automation for AppSheet Apps,https://workspace.google.com/marketplace/app/appsheet_events/592572205846,64,77,13,1.2
Form Builder for Docs,Build your Google Forms™ straight from any Google Docs™.,https://workspace.google.com/marketplace/app/form_builder_for_docs/725512574241,281,328,47,1.2
Harmony Email and Collaboration,"Advanced phishing, malware and data leakage protection for your Gmail™ and Google Drive™.",https://workspace.google.com/marketplace/app/harmony_email_and_collaboration/433483511332,10,12,2,1.2
"Video Uploader for Dropbox, Drive","This app allows you to upload Dropbox, MS OneDrive, Google Drive™ video files to YouTube™ directly.",https://workspace.google.com/marketplace/app/video_uploader_for_dropbox_drive/872238254327,482,566,84,1.2
Zoho People,Automate HR Management For Your People-Powered Businesses using Zoho People which integrates with GWS environment.,https://workspace.google.com/marketplace/app/zoho_people/872160754795,9,11,2,1.2
Meet,An intelligent scheduling assistant from Google.,https://workspace.google.com/marketplace/app/meet/65916410991,60,73,13,1.2
Zoho Meeting,"Host web meetings to connect with your team members, clients, and customers around the world. Enhance your remote collaboration experience with our highly secure online meeting and webinar software.",https://workspace.google.com/marketplace/app/zoho_meeting/216953881684,9,11,2,1.2
GPT plus Google Docs™,"ChatGPT Open AI in Google Docs™ enables you to produce AI translation, inspiration, blog, edition, summarization, image generator. You can use the Chat GPT 3.5 turbo, ChatGpt 4, ChatGpt 4-32k, DALL E",https://workspace.google.com/marketplace/app/gpt_plus_google_docs/669226853089,93,113,20,1.2
Salesforce Connector for Gmail,"Integrate your Gmail™, Google Calendar and Salesforce.com CRM in one easy step with virtually nothing to install. Now with full mobile support for the Gmail™ app on iOS and Android!",https://workspace.google.com/marketplace/app/salesforce_connector_for_gmail/1085601474281,152,186,34,1.2
Shared Contacts Manager for Google Contacts™,Shared Contacts Manager for Google™ enables team members to share contacts in one click & access them from any device. Set user-level permissions. Auto-sync across devices instantly.,https://workspace.google.com/marketplace/app/shared_contacts_manager_for_google_conta/452164027617,1950,2361,411,1.2
YHFINANCE,=YHFINANCE is the easiest way to pull the Finance data into a spreadsheet. =YHFINANCE formula extends functionality of =GOOGLEFINANCE.,https://workspace.google.com/marketplace/app/yhfinance/881284038348,592,714,122,1.2
Zoho Books,"Zoho Books is your one stop shop online accounting software for managing your business. Its beautiful interface, non jargon text and features like bank feeds makes accounting an enjoyable experience.",https://workspace.google.com/marketplace/app/zoho_books/932402265855,58,67,9,1.2
Zoho Invoice,"Craft professional invoices and collect payments online without spending a dime. Stay on top of your expenses, handle projects, and gain critical insights with over 30 reports using Zoho Invoice.",https://workspace.google.com/marketplace/app/zoho_invoice/526297669360,140,168,28,1.2
Payable Forms,Let your Google Forms accept payment like magic.,https://workspace.google.com/marketplace/app/payable_forms/353824655747,115,140,25,1.2
Zoho Inventory,"Manage your items, orders, and fulfillments with Zoho Inventory's powerful inventory capabilities and the advertising features of Google Shopping.",https://workspace.google.com/marketplace/app/zoho_inventory/1038108775484,21,25,4,1.2
SyncWith,"Pull data from anywhere into sheets: Facebook Ads, Google Ads™, Google Analytics™, Shopify, and more",https://workspace.google.com/marketplace/app/syncwith/449644239211,541,626,85,1.2
Google Ads,Quickly import your Google Ads data into Google Sheets,https://workspace.google.com/marketplace/app/google_ads/288999541255,374,433,59,1.2
Zoho Survey,"Create, launch, secure, and send surveys instantly!",https://workspace.google.com/marketplace/app/zoho_survey/83588307665,30,36,6,1.2
Zoho Survey,"Create, launch, secure, and send surveys instantly!",https://workspace.google.com/marketplace/app/zoho_survey/83588307665,30,36,6,1.2
Zoho Forms,"Build powerful online forms, on the web or mobile.",https://workspace.google.com/marketplace/app/zoho_forms/1055037783803,58,71,13,1.2
Easy Reminder,Send RSVP & reduce no-shows!  No monthly subscriptions! Google Calendar Add-on,https://workspace.google.com/marketplace/app/easy_reminder/479820014463,11,13,2,1.2
Two Minute Reports,"Pull any Data into your Google Sheets in minutes. We make it is easy to integrate with any 3rd Party Data Source like Facebook Ads, Google Ads, etc.",https://workspace.google.com/marketplace/app/two_minute_reports/6804555176,259,305,46,1.2
BulkMail : Mail Merge for Gmail,Send Unlimited personalized emails / day with Gmail. Track opens time and count. Follow up.,https://workspace.google.com/marketplace/app/bulkmail_mail_merge_for_gmail/900519125929,53,62,9,1.2
Data Connector - JSON API OAUTH FREE,Connect to JSON APIs and other data in Google Sheets™,https://workspace.google.com/marketplace/app/data_connector_json_api_oauth_free/529655450076,140,168,28,1.2
Pigeon Mail Merge: Mail Merge for Gmail™,Send personalized mass emails to boost your email productivity with Mail Merge for Gmail™ for free. Track Opens and responses. Follow-ups and schedule email campaigns. Fast and Secure Mail merge.,https://workspace.google.com/marketplace/app/pigeon_mail_merge_mail_merge_for_gmail/963290025925,126,153,27,1.2
ImportJSON | Import JSON data into Google Sheets,Import JSON data from any API and convert it into an easy-to-read table. All through a simple function!,https://workspace.google.com/marketplace/app/importjson_import_json_data_into_google/782573720506,48,57,9,1.2
"Zoho: Craft, Send, and Track with Mail Merge",Merge data from Zoho CRM and Google Sheets to your Google Documents for personalized email or letters.,https://workspace.google.com/marketplace/app/zoho_craft_send_and_track_with_mail_merg/1002365760077,58,70,12,1.2
cloudHQ,"Helping your productivity, 1 click at a time.",https://workspace.google.com/marketplace/app/cloudhq/125135905029,30,35,5,1.2
Goal Seek,The Goal Seek add-on for Google Sheetsᵀᴹ enables users to calculate the required value of a cell to achieve a desired formula value in another cell.,https://workspace.google.com/marketplace/app/goal_seek/583737146763,225,261,36,1.2
Attendance Tracker,"Attendance Tracker to mark Present , Planned Leave , Week-off or absent on a click of a button. Automatically create Date header from start to end of the month on a click.",https://workspace.google.com/marketplace/app/attendance_tracker/602607637436,26,30,4,1.2
Form Director,"Direct Google Forms™ submission to apps in Google Workspace™, CRM, Accounting, Productivity, Marketing, etc.",https://workspace.google.com/marketplace/app/form_director/824044380012,609,682,73,1.1
QR Code Generator,"Best QR Generator for Form™.Customize, track QR Code for Form™ with high quality image. Respondents can open your Form™ by scan it with their mobile devices easily.",https://workspace.google.com/marketplace/app/qr_code_generator/283497561682,306,347,41,1.1
Dynamic Fields - Update Forms questions  ,"Dynamic Fields Add-on for Google Forms™ populates values of selection fields. Questions of type Multiple-choice, Drop-down, Checkbox or Grid can be updated by data from Sheets, Contacts or Groups.",https://workspace.google.com/marketplace/app/dynamic_fields_update_forms_questions/708020008404,126,144,18,1.1
Hrvey,Leave management made easy,https://workspace.google.com/marketplace/app/hrvey/250647355054,7,8,1,1.1
Placeholder,Placeholder allow user(s) to replace multiple keywords in document template in one go. User can use symbol {{ before keyword and symbol }} after keyword as placeholder.  eg.  {{keyword}},https://workspace.google.com/marketplace/app/placeholder/593560314556,17,18,1,1.1
Zoho Recruit,"Zoho recruit is a smart online recruitment software that helps you manage job requirements, track the applicants and recruit a right person for the job.",https://workspace.google.com/marketplace/app/zoho_recruit/246874169334,9,10,1,1.1
Comeen Workplace,Comeen Workplace is the platform for today’s modern workplace environment.  Make your workspace enter the hybrid office era!,https://workspace.google.com/marketplace/app/comeen_workplace/386684602404,14,16,2,1.1
Sheet SMS,Send SMS from Google Sheets!,https://workspace.google.com/marketplace/app/sheet_sms/365372815434,65,72,7,1.1
Help Scout,"Deliver human-centered service with email, live chat, and docs from Help Scout.",https://workspace.google.com/marketplace/app/help_scout/545145119934,10,11,1,1.1
Transcripto,Transcript audio and video files easily using Transcripto!,https://workspace.google.com/marketplace/app/transcripto/991037987699,65,69,4,1.1
Voice Feedback,Audio feedback for Google Docs,https://workspace.google.com/marketplace/app/voice_feedback/209749513716,12,13,1,1.1
Emerge: Mail Merge,Emerge is the easiest way to create professional email campaigns with Google Sheets and Gmail. Compose beautiful emails using our rich text editor and send to hundreds of recipients.,https://workspace.google.com/marketplace/app/emerge_mail_merge/854160332054,102,113,11,1.1
Microsoft Teams Meeting,Schedule Microsoft Teams Meetings directly from Google Workspace,https://workspace.google.com/marketplace/app/microsoft_teams_meeting/961264221134,589,656,67,1.1
"VCF, vCard Viewer and Print","This viewer allows you to view and print VCF (vCard) files, as well as convert a VCF file to CSV spreadsheet formats.",https://workspace.google.com/marketplace/app/vcf_vcard_viewer_and_print/422800557373,11,12,1,1.1
MergeMail: Mail merge for Gmail™,"Mail merge for Gmail™ and Google Sheets™, with email tracking, email templates, and personalization.",https://workspace.google.com/marketplace/app/mergemail_mail_merge_for_gmail/236270274101,20,22,2,1.1
RingCentral for Google Workspace,The RingCentral Addon makes communicating with email and calendar easier.,https://workspace.google.com/marketplace/app/ringcentral_for_google_workspace/252157745625,116,124,8,1.1
"Telegram and Jabber, XMPP Messenger",It enables you to access Telegram directly from your browser. and provides web based XMPP/Jabber Instant Messaging Client.,https://workspace.google.com/marketplace/app/telegram_and_jabber_xmpp_messenger/365365490029,70,75,5,1.1
Canned Responses Ultimate for Gmail,Create Canned Responses with Attachments and share with Teams. Also works on iPhone & Android.,https://workspace.google.com/marketplace/app/canned_responses_ultimate_for_gmail/825825168615,61,65,4,1.1
Email to Text — Send SMS messages from Gmailᵀᴹ,Email to Text add-on makes it easy to send SMS messages from a computer or a mobile device using Gmail. Only US/CA phone numbers!,https://workspace.google.com/marketplace/app/email_to_text_%E2%80%94_send_sms_messages_from_g/135822310631,427,454,27,1.1
Zoho Desk,"Deliver more happiness in every support ticket with Zoho Desk. Receive support tickets from email, phone, chat, social media. Respond to them from a single place.",https://workspace.google.com/marketplace/app/zoho_desk/916872167866,9,10,1,1.1
Pipedrive CRM,Manage sales without leaving your Gmail inbox,https://workspace.google.com/marketplace/app/pipedrive_crm/181457847709,83,88,5,1.1
i CRM for Gmail™,i CRM for Gmail™ is a flexible and robust CRM solution that works directly inside Gmail™ from any browser or in the Gmail™ MOBILE App.,https://workspace.google.com/marketplace/app/i_crm_for_gmail/595198724352,140,150,10,1.1
Setmore For Gmail,"Free, powerful online scheduling that helps you book appointments with your customers and grow your business.",https://workspace.google.com/marketplace/app/setmore_for_gmail/477202397093,11,12,1,1.1
Portant Data Merge,"🤖 Generate, save and email documents automatically from templates (mail merge). Portant can merge data from Google Sheets, Google Forms or Trello into Docs and Slides.",https://workspace.google.com/marketplace/app/portant_data_merge/1016888648275,108,114,6,1.1
Salesforce Connector,"Import reports or custom data queries from Salesforce into Google Sheetsᵀᴹ, make changes to Salesforce directly from Google Sheetsᵀᴹ and more.",https://workspace.google.com/marketplace/app/salesforce_connector/857627895310,187,212,25,1.1
Email Templates by cloudHQ,"💥 Free email templates on your Gmail 💥  Get access to birthday cards, price lists, intake forms, and any of those emails that you find yourself having to repetitively send out.",https://workspace.google.com/marketplace/app/email_templates_by_cloudhq/183322770515,108,118,10,1.1
Dynamics 365 Connector for Gmail,"An easy to use full featured integration between Gmail™, Google Calendar and Microsoft Dynamics 365 CRM",https://workspace.google.com/marketplace/app/dynamics_365_connector_for_gmail/1068646806018,140,150,10,1.1
ERPNext,"ERPNext is a fully open-source ERP system for companies of different sizes (SMBs to Enterprises) across multiple verticals.  This integration allows sharing files in ERPNext on Google Drive. Having an ERPNext account is a prerequisite.  ERPNext is built to serve organizations in various industries across different domains like Manufacturing, Distribution, Retail, Services, Education, Healthcare, Agricultural, and Not for Profit organizations.  You can start using ERPNext by signing up for a trial account on https://erpnext.com or by setting up an instance with your favorite VPS provider by following: https://github.com/frappe/bench  Documentation to setting up Google Apps in ERPNext: https://docs.erpnext.com/docs/user/manual/en/erpnext_integration/contents#google-integration",https://workspace.google.com/marketplace/app/erpnext/358636246923,15,16,1,1.1
Zoho Creator,Create custom apps for all your business needs with very little code. Build once on web and use them across mobile platforms with targeted functionality.,https://workspace.google.com/marketplace/app/zoho_creator/77578066546,95,100,5,1.1
Package Tracker,📦 Package Tracker tracks your packages in Google Sheets.,https://workspace.google.com/marketplace/app/package_tracker/896633196427,51,58,7,1.1
Bkper,Make bookkeeping work for you. Finances and Accounting made simple on Google Workspace.,https://workspace.google.com/marketplace/app/bkper/360398463400,114,128,14,1.1
FreshBooks,"FreshBooks is the fastest way to invoice your clients, organize expenses and track time on the go. Join over 24 million small business owners already using FreshBooks to make billing painless.",https://workspace.google.com/marketplace/app/freshbooks/484767076777,34,38,4,1.1
Gatekeeper,A better way to manage your Suppliers and Contracts,https://workspace.google.com/marketplace/app/gatekeeper/1039932861683,8,9,1,1.1
GeniusSheets,Create financial reports and analysis using text prompts from Quickbooks into Google Sheets.,https://workspace.google.com/marketplace/app/geniussheets/283228034376,7,8,1,1.1
Zoho Inventory,"Manage your items, orders, and fulfillments with Zoho Inventory's powerful inventory capabilities and the advertising features of Google Shopping.",https://workspace.google.com/marketplace/app/zoho_inventory/1038108775484,22,25,3,1.1
QuickBooks Connector,Integrate QuickBooks Online with Gmail. View your QuickBooks dashboard inside of Gmail and view related items including overdue invoices and more from QuickBooks as you are corresponding in Gmail.,https://workspace.google.com/marketplace/app/quickbooks_connector/801508416022,14,15,1,1.1
Zoho Invoice for Gmail,Add senders as contacts and view related transactions within Gmail.,https://workspace.google.com/marketplace/app/zoho_invoice_for_gmail/639835714152,28,30,2,1.1
Export Emails to Sheets by cloudHQ,"Parse and extract specifics from emails, like resume or invoice details, and backup your Gmail™ messages, including attachments, to a Google spreadsheet and Google Drive™.",https://workspace.google.com/marketplace/app/export_emails_to_sheets_by_cloudhq/777824367087,35,39,4,1.1
Cloud Invoice Creator (Invoice to PDF),Create any invoice and export to PDF format. This app lets you quickly make invoices with attractive invoice template from browser.,https://workspace.google.com/marketplace/app/cloud_invoice_creator_invoice_to_pdf/537447173792,39,41,2,1.1
Coupler.io,"Connect apps like Facebook Ads, Google Ads™ & Google Analytics™ and other apps to Google Sheets™ . Export,  merge, visualize data seamlessly. Craft live marketing dashboards.",https://workspace.google.com/marketplace/app/couplerio/532272210531,221,247,26,1.1
API Connector,Connect and import data from any API to Google Sheets™,https://workspace.google.com/marketplace/app/api_connector/95804724197,230,247,17,1.1
GDoc SEO Assistant,Insert your keyword to generate relevant SEO suggestions and related keywords. You can then optimize your content based on the suggestions given. Unlock the full features to view your keyword metrics.,https://workspace.google.com/marketplace/app/gdoc_seo_assistant/655840236660,59,65,6,1.1
Apipheny - API connector,"Unlock the power of data with Apipheny, a free API connector that makes it easy to import data from or push data to any REST JSON or CSV API directly from your Google Sheets™.",https://workspace.google.com/marketplace/app/apipheny_api_connector/966163326746,48,55,7,1.1
XLMiner Analysis ToolPak,"Statistical analysis in Google Sheets, with functions matching the Analysis ToolPak in desktop Excel.",https://workspace.google.com/marketplace/app/xlminer_analysis_toolpak/600284989882,216,227,11,1.1
Wikipedia and Wikidata Tools,"Adds Wikipedia and Wikidata functions for use in Google Spreadsheets like WIKITRANSLATE, WIKISYNONYMS, WIKIGEOCOORDINATES, etc.",https://workspace.google.com/marketplace/app/wikipedia_and_wikidata_tools/595109124715,36,40,4,1.1
Email Signature Management for Gmail,"Create and manage professional company email signatures for your employees in a simple, easy-to-use interface.",https://workspace.google.com/marketplace/app/email_signature_management_for_gmail/64634722053,30,33,3,1.1
